Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option1 Linked To,Option2 Name,Option2 Value,Option2 Linked To,Option3 Name,Option3 Value,Option3 Linked To,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Unit Price Total Measure,Unit Price Total Measure Unit,Unit Price Base Measure,Unit Price Base Measure Unit,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,Conseil 1 (product.metafields.custom.conseil_1),Conseil 2 (product.metafields.custom.conseil_2),Conseil 3 (product.metafields.custom.conseil_3),Question FAQ 1 (product.metafields.custom.question_faq_1),Question FAQ 2 (product.metafields.custom.question_faq_2),Question FAQ 3 (product.metafields.custom.question_faq_3),Question FAQ 4 (product.metafields.custom.question_faq_4),Titre Comment jouer (product.metafields.custom.titre_comment_jouer),Titre FAQ (product.metafields.custom.titre_faq),Growave raw rating (product.metafields.growave.raw_rating_string),Growave rounded rating (product.metafields.growave.rounded_rating_string),Google: Custom Product (product.metafields.mm-google-shopping.custom_product),Nombre d’évaluations de produit (product.metafields.reviews.rating_count),Restrictions d’âge (product.metafields.shopify.age-restrictions),Caractéristiques du jeu de société (product.metafields.shopify.board-game-features),Mécanique du jeu de société (product.metafields.shopify.board-game-mechanics),Couleur (product.metafields.shopify.color-pattern),Compétences de dextérité (product.metafields.shopify.dexterity-skills),Type d’événement (product.metafields.shopify.event-type),Caractéristiques de jeu (product.metafields.shopify.game-features),Compétences de jeu (product.metafields.shopify.gameplay-skills),Rareté (product.metafields.shopify.rarity),Tranche d’âge recommandée (product.metafields.shopify.recommended-age-group),Thème (product.metafields.shopify.theme),Matériau du jeu/jouet (product.metafields.shopify.toy-game-material),Emballage de cartes à collectionner (product.metafields.shopify.trading-card-packaging),Produits complémentaires (product.metafields.shopify--discovery--product_recommendation.complementary_products),Produits connexes (product.metafields.shopify--discovery--product_recommendation.related_products),Paramètres des produits connexes (product.metafields.shopify--discovery--product_recommendation.related_products_display),Mises en avant de produits dans la recherche (product.metafields.shopify--discovery--product_search_boost.queries),Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Status
blanc-manger-coco-duo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0869/5998/0869/files/blancmangercocoduo2.jpg?v=1747473498,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
colt-express-extension-chevaux-et-diligences,Colt Express Extension : Chevaux Et Diligences,"<p><span>L’extension Chevaux et Diligence renouvelle l’expérience de Colt Express en ajoutant des montures pour se déplacer plus vite et une diligence pleine de butin à attaquer !</span></p>
<p><span> Désormais, chaque bandit peut sauter sur un cheval pour foncer à travers le train ou attaquer la diligence où un gardien armé protège un coffre bien rempli. Cette extension introduit également des objectifs secrets et de nouvelles mécaniques pour encore plus de chaos et de stratégie dans vos braquages du Far West. </span></p>
<p>Nécessite le jeu de base Colt Express.</p>
<table style=""height: 19.6px; width: 100.035%;"" width=""100%"">
<tbody>
<tr style=""height: 19.6px;"">
<td style=""height: 19.6px; width: 30.704%; text-align: center;""> 3 à 8 joueurs</td>
<td style=""width: 42.1288%; text-align: center; height: 19.6px;"">45 min</td>
<td style=""width: 26.5982%; height: 19.6px; text-align: center;"">10 ans et +</td>
</tr>
</tbody>
</table>
<!---->",Boutique Loufoque,Toys & Games > Games > Board Games,"","",true,Title,Default Title,,,,,,,,'3770002176719,440.0,shopify,1,deny,manual,18.90,,true,true,,,,,'3770002176719,https://cdn.shopify.com/s/files/1/0869/5998/0869/files/coltexpresschevauxetdiligences.jpg?v=1747473501,1,"",false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,strategie; aventure-et-voyage; strategie-1,multicolore,,,,prise-de-decision-tactique,,10-ans-ou-plus,,papier-carton,,,,,,,kg,,,active
colt-express-extension-chevaux-et-diligences,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0869/5998/0869/files/coltexpresschevauxetdiligences2.jpg?v=1747473499,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
lorcana-tournoi-construit-26-02-2025,LORCANA tournoi CONSTRUIT 26-02-2025,"<p> </p>
<ul>
<li><span>Date : Mercredi 26 Février à 19h30</span></li>
<li><span>Format : Construit de 16 joueurs (3 rondes, BO3, 50 mn)</span></li>
<li><span>Coût : 9€</span></li>
<li><span>Contreparties : 1 boosters pour chaque joueur.</span></li>
<li><span>Récompenses : 2€ Par victoire et 1€ par match nul.<br><br></span></li>
</ul>
<p style=""text-align: left;"" align=""center""> </p>
<table width=""100%"" style=""height: 19.6px; width: 100.035%;"">
<tbody>
<tr style=""height: 19.6px;"">
<td style=""height: 19.6px; width: 30.704%; text-align: center;""> 16  joueurs</td>
<td style=""width: 42.1288%; text-align: center; height: 19.6px;"">~ 4h</td>
<td style=""width: 26.5982%; height: 19.6px; text-align: center;"">2 ans et +</td>
</tr>
</tbody>
</table>
<!---->",Boutique Loufoque,Toys & Games,"","2 à 4 joueurs, 20 minutes, 8 ans et +",false,Title,Default Title,,,,,,,,,250.0,shopify,11,deny,manual,9.00,9.00,true,true,,,,,,https://cdn.shopify.com/s/files/1/0869/5998/0869/files/logo_lorcana_la_mer_azurite.png?v=1748633737,1,"",false,,,,,,,,,,,,,,,,,,,,,,,,,,,,installation-rapide,famille; strategie,rouge,,,,concentration,,1-an-ou-plus,,papier-carton,,,,,,,kg,,,draft
lorcana-tournoi-construit-19-02-2025,LORCANA tournoi CONSTRUIT 19-02-2025,"<p> </p>
<ul>
<li><span>Date : Mercredi 19 Février à 19h30</span></li>
<li><span>Format : Construit de 16 joueurs (3 rondes, BO3, 50 mn)</span></li>
<li><span>Coût : 9€</span></li>
<li><span>Contreparties : 1 boosters pour chaque joueur.</span></li>
<li><span>Récompenses : 2€ Par victoire et 1€ par match nul.<br><br></span></li>
</ul>
<p align=""center"" style=""text-align: left;""> </p>
<table style=""height: 19.6px; width: 100.035%;"" width=""100%"">
<tbody>
<tr style=""height: 19.6px;"">
<td style=""height: 19.6px; width: 30.704%; text-align: center;""> 16  joueurs</td>
<td style=""width: 42.1288%; text-align: center; height: 19.6px;"">~ 4h</td>
<td style=""width: 26.5982%; height: 19.6px; text-align: center;"">2 ans et +</td>
</tr>
</tbody>
</table>
<!---->",Boutique Loufoque,Toys & Games,"","2 à 4 joueurs, 20 minutes, 8 ans et +",false,Title,Default Title,,,,,,,,,250.0,shopify,0,deny,manual,9.00,9.00,true,true,,,,,,https://cdn.shopify.com/s/files/1/0869/5998/0869/files/logolorcanalamerazurite.png?v=1748633737,1,"",false,,,,,,,,,,,,,,,,,,,,,,,,,,,,installation-rapide,famille; strategie,rouge,,,,concentration,,1-an-ou-plus,,papier-carton,,,,,,,kg,,,draft
lorcana-tournoi-construit-12-02-2025,LORCANA tournoi CONSTRUIT 12-02-2025,"<p> </p>
<ul>
<li><span>Date : Mercredi 12 Février à 19h30</span></li>
<li><span>Format : Construit de 16 joueurs (3 rondes, BO3, 50 mn)</span></li>
<li><span>Coût : 9€</span></li>
<li><span>Contreparties : 1 boosters pour chaque joueur.</span></li>
<li><span>Récompenses : 2€ Par victoire et 1€ par match nul.<br><br></span></li>
</ul>
<p style=""text-align: left;"" align=""center""> </p>
<table width=""100%"" style=""height: 19.6px; width: 100.035%;"">
<tbody>
<tr style=""height: 19.6px;"">
<td style=""height: 19.6px; width: 30.704%; text-align: center;""> 16  joueurs</td>
<td style=""width: 42.1288%; text-align: center; height: 19.6px;"">~ 4h</td>
<td style=""width: 26.5982%; height: 19.6px; text-align: center;"">2 ans et +</td>
</tr>
</tbody>
</table>
<!---->",Boutique Loufoque,Toys & Games,"","2 à 4 joueurs, 20 minutes, 8 ans et +",false,Title,Default Title,,,,,,,,,250.0,shopify,12,deny,manual,9.00,9.00,true,true,,,,,,https://cdn.shopify.com/s/files/1/0869/5998/0869/files/logolorcanalamerazurite_105d5af6-da44-4d96-a752-8c21ec866a3b.png?v=1748633737,1,"",false,,,,,,,,,,,,,,,,,,,,,,,,,,,,installation-rapide,famille; strategie,rouge,,,,concentration,,1-an-ou-plus,,papier-carton,,,,,,,kg,,,archived
lorcana-tournoi-construit-05-02-2025,LORCANA tournoi CONSTRUIT 05-02-2025,"<p> </p>
<ul>
<li><span>Date : Mercredi 05 Février à 19h30</span></li>
<li><span>Format : Construit de 16 joueurs (3 rondes, BO3, 50 mn)</span></li>
<li><span>Coût : 9€</span></li>
<li><span>Contreparties : 1 boosters pour chaque joueur.</span></li>
<li><span>Récompenses : 2€ Par victoire et 1€ par match nul.<br><br></span></li>
</ul>
<p align=""center"" style=""text-align: left;""> </p>
<table style=""height: 19.6px; width: 100.035%;"" width=""100%"">
<tbody>
<tr style=""height: 19.6px;"">
<td style=""height: 19.6px; width: 30.704%; text-align: center;""> 16  joueurs</td>
<td style=""width: 42.1288%; text-align: center; height: 19.6px;"">~ 4h</td>
<td style=""width: 26.5982%; height: 19.6px; text-align: center;"">2 ans et +</td>
</tr>
</tbody>
</table>
<!---->",Boutique Loufoque,Toys & Games,"","2 à 4 joueurs, 20 minutes, 8 ans et +",false,Title,Default Title,,,,,,,,,250.0,shopify,11,deny,manual,9.00,9.00,true,true,,,,,,https://cdn.shopify.com/s/files/1/0869/5998/0869/files/logolorcanalamerazurite_a7d34181-3459-4d41-a51f-6d8d86c45499.png?v=1748633736,1,"",false,,,,,,,,,,,,,,,,,,,,,,,,,,,,installation-rapide,famille; strategie,rouge,,,,concentration,,1-an-ou-plus,,papier-carton,,,,,,,kg,,,archived
wyrmspan,Wyrmspan,"<p>Wyrmspan est la suite directe du célèbre Wingspan.</p>
<p>Chaque joueur incarne un dragonologue amateur cherchant à attirer des dragons dans son sanctuaire souterrain. Le jeu consiste à excaver sa propre caverne pour préparer des habitats adaptés, puis à attirer les plus beaux spécimens de dragons aux capacités variées.</p>
<p>Les joueurs envoient ensuite leur aventurier explorer ces cavernes pour activer des effets, collecter des ressources et accumuler des points de victoire. Inspiré de Wingspan, Wyrmspan propose des mécaniques uniques et une thématique immersive autour des dragons.</p>
<table style=""height: 19.6px; width: 100.035%;"" width=""100%"">
<tbody>
<tr style=""height: 19.6px;"">
<td style=""height: 19.6px; width: 30.704%; text-align: center;""> 1 à 5 joueurs</td>
<td style=""width: 42.1288%; text-align: center; height: 19.6px;"">90 min</td>
<td style=""width: 26.5982%; height: 19.6px; text-align: center;"">12 ans et +</td>
</tr>
</tbody>
</table>
<!---->",Boutique Loufoque,Toys & Games > Games > Board Games,"","",true,Title,Default Title,,,,,,,,'3760372233013,2600.0,shopify,1,deny,manual,60.90,,true,true,,,,,'3760372233013,https://cdn.shopify.com/s/files/1/0869/5998/0869/files/wyrmspan.png?v=1747473496,1,"",false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,strategie; aventure-et-voyage; educatif,multicolore,,,,,,10-ans-ou-plus,,papier-carton,,,,,,,kg,,,active
wyrmspan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0869/5998/0869/files/wyrmspan2.jpg?v=1737579856,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
wingspan-asie,Wingspan Asie,"<p>Wingspan Asie est une extension standalone tiré de l'univers de Wingpsan, conçu pour un ou deux joueurs ! Il peut donc être joué sans le jeu de base.</p>
<p>La boîte inclus aussi un mode troupeau, permettant de jouer au jeu de base à 6 ou 7 joueurs, en intégrant tous ces splendides oiseaux venus d'Asie.</p>
<table style=""height: 19.6px; width: 100.035%;"" width=""100%"">
<tbody>
<tr style=""height: 19.6px;"">
<td style=""height: 19.6px; width: 30.704%; text-align: center;""> 1 à 2 joueurs</td>
<td style=""width: 42.1288%; text-align: center; height: 19.6px;"">40 à 60 min</td>
<td style=""width: 26.5982%; height: 19.6px; text-align: center;"">10 ans et +</td>
</tr>
</tbody>
</table>
<!---->",Boutique Loufoque,Toys & Games > Games > Board Games,"","",true,Title,Default Title,,,,,,,,'3760146647206,1300.0,shopify,1,deny,manual,42.50,,true,true,,,,,'3760146647206,https://cdn.shopify.com/s/files/1/0869/5998/0869/files/wingspanasie.png?v=1747473496,1,"",false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,strategie; aventure-et-voyage; educatif,multicolore,,,,,,10-ans-ou-plus,,papier-carton,,,,,,,kg,,,active
sun-tzu,Sun Tzu,"<p>Dans Sun Tzu, deux joueurs s'affrontent pour dominer les royaumes de la Chine antique.</p>
<p>Simple à prendre en main, ce jeu de stratégie allie bluff, audace et anticipation. </p>
<p>A chaque tour, les joueurs vont jouer 5 cartes face cachée sur les différentes régions. En les révélant, on applique leurs effet et on ajuste le nombre de guerriers dans chaque région. L'objectif : dominer les régions qui rapportent le plus de points lors des manches 3, 6 et 9.</p>
<p>Ce jeu subtil contient aussi des scénarios pour varier les plaisirs !</p>
<table width=""100%"" style=""height: 19.6px; width: 100.035%;"">
<tbody>
<tr style=""height: 19.6px;"">
<td style=""height: 19.6px; width: 30.704%; text-align: center;"">2 joueurs</td>
<td style=""width: 42.1288%; text-align: center; height: 19.6px;"">30 min</td>
<td style=""width: 26.5982%; height: 19.6px; text-align: center;"">10 ans et +</td>
</tr>
</tbody>
</table>
<!---->",Boutique Loufoque,Toys & Games > Games > Board Games,"","",false,Title,Default Title,,,,,,,,'3760146641129,730.0,shopify,0,deny,manual,28.50,,true,true,,,,,'3760146641129,https://cdn.shopify.com/s/files/1/0869/5998/0869/files/suntzu.jpg?v=1747473495,1,"",false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,strategie; simulation-de-guerre,multicolore,,,,,,10-ans-ou-plus,,papier-carton,,,,,,,kg,,,draft
sagrada,Sagrada,"<p>Sagrada est un jeu culte de placement de dés, dans lequel chacun cherche à compléter du mieux possible son propre vitrail.</p>
<p>A votre tour, choisissez un dé disponible et placez le en respectant les règles de positionnement propres à votre vitrail, et les règles communes. En plus de cela, en tant qu'architecte de la Sagrada Familia, vous pouvez utiliser un outil pour vous aider, si vus en payez le prix !</p>
<p>Un jeu stratégique facile à prendre en main, très satisfaisant et joli !</p>
<table style=""height: 19.6px; width: 100.035%;"" width=""100%"">
<tbody>
<tr style=""height: 19.6px;"">
<td style=""height: 19.6px; width: 30.704%; text-align: center;""> 1 à 4 joueurs</td>
<td style=""width: 42.1288%; text-align: center; height: 19.6px;"">30 à 45 min</td>
<td style=""width: 26.5982%; height: 19.6px; text-align: center;"">12 ans et +</td>
</tr>
</tbody>
</table>
<!---->",Boutique Loufoque,Toys & Games > Games > Board Games,"","",false,Title,Default Title,,,,,,,,'3760146645141,1070.0,shopify,0,deny,manual,37.90,,true,true,,,,,'3760146645141,https://cdn.shopify.com/s/files/1/0869/5998/0869/files/Sagrada.png?v=1747473495,1,"",false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,strategie; famille,multicolore,,,,,,10-ans-ou-plus,,papier-carton,,,,,,,kg,,,draft
sagrada,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0869/5998/0869/files/Sagrada2.jpg?v=1737577638,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
la-bataille-des-patissorciers,La Bataille Des Patissorciers,"<div>
<table width=""100%"" style=""height: 19.6px; width: 100.035%;"">
<tbody>
<tr style=""height: 19.6px;"">
<td style=""height: 19.6px; width: 30.704%; text-align: center;"">2 joueurs</td>
<td style=""width: 42.1288%; text-align: center; height: 19.6px;"">30 min</td>
<td style=""width: 26.5982%; height: 19.6px; text-align: center;"">8 ans et +</td>
</tr>
</tbody>
</table>
<p><meta charset=""UTF-8""><span>Plongez dans l’univers sucré et ensorcelé de </span><strong data-start=""109"" data-end=""142"">La Bataille des Patissorciers</strong><span>, un micro-jeu solo de logique et de stratégie qui met vos pouvoirs pâtissiers à l’épreuve ! </span></p>
<p><span>Dans ce défi rapide mais intense, vous incarnez un patissorcier déterminé à éliminer ses adversaires en combinant habilement puissance magique et recettes gourmandes. Compact et malin, ce jeu propose une expérience tactique accessible tout en offrant une vraie profondeur de réflexion à chaque partie. Parfait pour les amateurs de casse-tête portables qui aiment planifier, anticiper et optimiser chaque décision.</span></p>
</div>
<!---->",Boutique Loufoque,Toys & Games > Games > Board Games,"","",true,Title,Default Title,,,,,,,,'3760146640672,50.0,shopify,1,deny,manual,8.50,,true,true,,,,,'3760146640672,https://cdn.shopify.com/s/files/1/0869/5998/0869/files/labatailledespatissorciers.jpg?v=1747473493,1,jeu de société La Bataille Des Patissorciers,false,La Bataille des Patissorciers – Micro Game stratégique,"Affrontez les forces sucrées et magiques dans La Bataille des Patissorciers, micro-jeu solo tactique plein de stratégie et de combinaisons à découvrir.",,,,,,,,,,,,Planifiez vos attaques pâtissières,Utilisez les pouvoirs spéciaux au bon moment,Contrôlez l’espace de jeu,Quelle est l’essence du gameplay de La Bataille des Patissorciers ?,Ce jeu est-il uniquement en solo ?,Les règles sont-elles faciles à apprendre ?,Faut-il maîtriser toutes les cartes pour bien jouer ?,Comment jouer au jeu ?,FAQ – Tout savoir sur La Bataille des Patissorciers,,,,,,,strategie; cooperative; jeu-d-evasion,multicolore,,,,,,10-ans-ou-plus,,papier-carton,,,,,,,kg,,,active
la-bataille-des-patissorciers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0869/5998/0869/files/la_bataille_des_patissorciers_2.jpg?v=1747473494,2,jeu de société La Bataille Des Patissorciers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
lile-des-predateurs,L'Île Des Prédateurs,"<div>
<table width=""100%"" style=""height: 19.6px; width: 100.035%;"">
<tbody>
<tr style=""height: 19.6px;"">
<td style=""height: 19.6px; width: 30.704%; text-align: center;"">1 joueur</td>
<td style=""width: 42.1288%; text-align: center; height: 19.6px;"">15 min</td>
<td style=""width: 26.5982%; height: 19.6px; text-align: center;"">8 ans et +</td>
</tr>
</tbody>
</table>
<p> </p>
<p><meta charset=""UTF-8""><span>Découvrez </span><strong data-start=""84"" data-end=""108"">L’Île des Prédateurs</strong><span>, un micro-jeu solo captivant issu de la collection </span><strong data-start=""160"" data-end=""175"">Micro Games</strong><span> où vous incarnez un stratège animalier sur une île oubliée. Avec seulement 16 cartes animaux et une mécanique simple à apprendre, ce jeu propose un véritable défi logique à chaque partie de 10–15 minutes. Votre objectif ? Manipuler la chaîne alimentaire pour qu’il ne reste qu’un seul prédateur sur l’île, en anticipant chaque mouvement et en exploitant les capacités uniques des animaux. Compact, malin et intense, ce jeu solo allie réflexion et plaisir immédiat pour tous les amateurs de casse-tête portables.</span></p>
</div>
<!---->",Boutique Loufoque,Toys & Games > Games > Board Games,"","",false,Title,Default Title,,,,,,,,'3760146649781,50.0,shopify,0,deny,manual,8.50,,true,true,,,,,'3760146649781,https://cdn.shopify.com/s/files/1/0869/5998/0869/files/l_iledespredateurs.jpg?v=1737575251,1,jeu de société L'Île Des Prédateurs,false,L’Île des Prédateurs – Jeu solo de réflexion stratégique,"Affrontez le défi de L’Île des Prédateurs, micro jeu solo rapide où chaque mouvement compte pour qu’il ne reste que trois animaux ou moins. Stratégie & logique.",,,,,,,,,,,,Anticipez chaque mouvement sur la grille,Utilisez les pouvoirs des animaux à bon escient,Gérez astucieusement les zones vides,Quelle est l’essence du gameplay de L’Île des Prédateurs ?,Pourquoi ce jeu est-il si peu encombrant ?,Comment les animaux marins influencent-ils la partie ?,Est-ce un jeu simple ou un vrai défi stratégique ?,Comment jouer au jeu ?,FAQ – Tout savoir sur L’Île des Prédateurs,,,,,,,strategie; cooperative; jeu-d-evasion,multicolore,,,,,,10-ans-ou-plus,,papier-carton,,,,,,,kg,,,draft
lile-des-predateurs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0869/5998/0869/files/l_iledespredateurs2.jpg?v=1747473492,2,jeu de société L'Île Des Prédateurs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fjords,Fjords,"<p>Fjords est un jeu de placement et de contrôle de territoire pour 2 à 4 joueurs, inspiré des paysages nordiques.</p>
<p>Dans une première phase, les joueurs placent des tuiles pour créer un plateau représentant des fjords, tout en positionnant stratégiquement leurs fermes.</p>
<p>La seconde phase consiste à revendiquer des terres en envoyant les vikings à partir des bâtisses posées auparavant, en cherchant à occuper le plus d’espace possible. Les runes magiques pourront alors être utilisées pour modifier les placements.</p>
<p>Le jeu mêle réflexion et tactique, chaque décision influençant l’accès aux ressources et le contrôle des territoires. <span style=""font-size: 0.875rem;"">Accessible mais riche en stratégie, Fjords séduit par sa simplicité élégante et son esthétique immersive, offrant une expérience captivante et compétitive.</span></p>
<table width=""100%"" style=""height: 19.6px; width: 100.035%;"">
<tbody>
<tr style=""height: 19.6px;"">
<td style=""height: 19.6px; width: 30.704%; text-align: center;"">2 à 4 joueurs</td>
<td style=""width: 42.1288%; text-align: center; height: 19.6px;"">45 min</td>
<td style=""width: 26.5982%; height: 19.6px; text-align: center;"">8 ans et +</td>
</tr>
</tbody>
</table>
<!---->",Boutique Loufoque,Toys & Games > Games > Board Games,"","",false,Title,Default Title,,,,,,,,'645249696777,916.0,shopify,0,deny,manual,30.00,,true,true,,,,,'645249696777,https://cdn.shopify.com/s/files/1/0869/5998/0869/files/fjords.png?v=1747473493,1,"",false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,strategie; construction-de-terrasse; aventure-et-voyage,multicolore,,,,,,10-ans-ou-plus,,papier-carton,,,,,,,kg,,,draft
fjords,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0869/5998/0869/files/fjords2.jpg?v=1737574904,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
coucou-la-girafe,Coucou La Girafe,"<p>Coucou La Girafe est le premier micro games pour enfants, parfait pour emmener partout grâce à son format qui tient dans la poche !</p>
<p>Mêlant rapidité et prise de risque, chaque joueur va chercher à nourrir le plus de girafes avec des feuilles colorés.</p>
<p>À chaque tour de jeu un joueur retourne des cartes représentant des cous de girafe sur la table, autant qu’il y a de joueurs. Puis il retourne des cartes feuilles (le verso des cartes cous) une à une. Dès qu’un joueur le souhaite, il attrape une carte Cou de Girafe.</p>
<p>Quand tous les joueurs ont attrapé une carte cou de Girafe, on vérifie si celui-ci va pouvoir aller agrandir la carte « Corps de Girafe » que tout le monde a devant soi au début de la partie.</p>
<table style=""height: 19.6px; width: 100.035%;"" width=""100%"">
<tbody>
<tr style=""height: 19.6px;"">
<td style=""height: 19.6px; width: 30.704%; text-align: center;"">2 à 4 joueurs</td>
<td style=""width: 42.1288%; text-align: center; height: 19.6px;"">10 min</td>
<td style=""width: 26.5982%; height: 19.6px; text-align: center;"">5 ans et +</td>
</tr>
</tbody>
</table>
<!---->",Boutique Loufoque,Toys & Games > Games > Board Games,"","",false,Title,Default Title,,,,,,,,'3760372233990,60.0,shopify,0,deny,manual,8.50,,true,true,,,,,'3760372233990,https://cdn.shopify.com/s/files/1/0869/5998/0869/files/coucoulagirafe.jpg?v=1747473494,1,"",false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,strategie; cooperative; jeu-d-evasion,multicolore,,,,,,10-ans-ou-plus,,papier-carton,,,,,,,kg,,,draft
